item_number,mcat,tier,model,gvwr,floor_type,bed_length,width,tongue,stack_height,total_footprint,updated_at
22GN-28STA,FLATBED GOOSENECK,3,22GN,23900,Wood,28.0,8.0,9.0,2.5,37.0,2026-04-17T15:46:34Z
22GN-30+5,FLATBED GOOSENECK,4,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-30BK+5,FLATBED GOOSENECK,4,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-30BK+5MR,FLATBED GOOSENECK,4,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-30D5A,FLATBED GOOSENECK,3,22GN,23900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
22GN-30D5A-FRBK,FLATBED GOOSENECK,3,22GN,23900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
22GN-30D5A-MRBK,FLATBED GOOSENECK,1,22GN,23900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
22GN-30STA,FLATBED GOOSENECK,3,22GN,23900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
22GN-33D5A,FLATBED GOOSENECK,3,22GN,23900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
22GN-33D5A-FRBK,FLATBED GOOSENECK,3,22GN,23900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
22GN-33D5A-MRBK,FLATBED GOOSENECK,1,22GN,23900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
22GN-33STA,FLATBED GOOSENECK,3,22GN,23900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
22GN-35+5,FLATBED GOOSENECK,4,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-35-HDTS,FLATBED GOOSENECK,4,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-35BK+5MR,FLATBED GOOSENECK,4,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-35BK-HDTS,FLATBED GOOSENECK,4,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-35D5A,FLATBED GOOSENECK,3,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-35D5A-FRBK,FLATBED GOOSENECK,3,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-35D5A-MRBK,FLATBED GOOSENECK,1,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-35STA,FLATBED GOOSENECK,3,22GN,23900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
22GN-36,FLATBED GOOSENECK,4,22GN,23900,Wood,36.0,8.0,9.0,2.5,45.0,2026-04-17T15:46:34Z
22GN-36STA,FLATBED GOOSENECK,3,22GN,23900,Wood,36.0,8.0,9.0,2.5,45.0,2026-04-17T15:46:34Z
22GN-40-HDTS,FLATBED GOOSENECK,4,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40BK-HDTS,FLATBED GOOSENECK,4,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40BK8SIR,FLATBED GOOSENECK,4,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40D5A,FLATBED GOOSENECK,3,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40D5A-FRBK,FLATBED GOOSENECK,3,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40D5A-MRBK,FLATBED GOOSENECK,1,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40STA,FLATBED GOOSENECK,3,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40STA-S8BK,FLATBED GOOSENECK,2,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22GN-40STA-XRBK,FLATBED GOOSENECK,3,22GN,23900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
22PH-20+5,"DECK-OVER, TAG-ALONG",3,22PH,23900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
22PH-20BK+5,"DECK-OVER, TAG-ALONG",3,22PH,23900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
22PH-20BK+5MR,"DECK-OVER, TAG-ALONG",2,22PH,23900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
22PH-25,"DECK-OVER, TAG-ALONG",3,22PH,23900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
22PH-25+5,"DECK-OVER, TAG-ALONG",3,22PH,23900,Wood,30.0,8.0,6.0,2.5,36.0,2026-04-17T15:46:34Z
22PH-25BK+5MR,"DECK-OVER, TAG-ALONG",2,22PH,23900,Wood,30.0,8.0,6.0,2.5,36.0,2026-04-17T15:46:34Z
25DU-18,DUMP,4,25DU,25000,Steel,18.0,8.0,9.0,7.0,27.0,2026-04-17T15:46:34Z
25DU-20,DUMP,3,25DU,25000,Steel,20.0,7.0,9.0,7.0,29.0,2026-04-17T15:46:34Z
25DU-20BK8SIR,DUMP,1,25DU,25000,Steel,20.0,7.0,9.0,7.0,29.0,2026-04-17T15:46:34Z
25DU-20P,DUMP,4,25DU,25000,Steel,20.0,8.0,9.0,7.0,29.0,2026-04-17T15:46:34Z
25GN-20+5,FLATBED GOOSENECK,4,25GN,25900,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
25GN-20BK+5,FLATBED GOOSENECK,4,25GN,25900,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
25GN-20BK+5MR,FLATBED GOOSENECK,4,25GN,25900,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
25GN-20STA,FLATBED GOOSENECK,3,25GN,25900,Wood,20.0,8.0,9.0,2.5,29.0,2026-04-17T15:46:34Z
25GN-25+5,FLATBED GOOSENECK,4,25GN,25900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
25GN-25BK+5MR,FLATBED GOOSENECK,4,25GN,25900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
25GN-25D5A,FLATBED GOOSENECK,3,25GN,25900,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
25GN-25D5A-FRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
25GN-25D5A-MRBK,FLATBED GOOSENECK,2,25GN,25900,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
25GN-25STA,FLATBED GOOSENECK,3,25GN,25900,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
25GN-28+5,FLATBED GOOSENECK,4,25GN,25900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
25GN-28BK+5MR,FLATBED GOOSENECK,4,25GN,25900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
25GN-28STA,FLATBED GOOSENECK,3,25GN,25900,Wood,28.0,8.0,9.0,2.5,37.0,2026-04-17T15:46:34Z
25GN-30,FLATBED GOOSENECK,4,25GN,25900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
25GN-30+5,FLATBED GOOSENECK,4,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-30BK+5MR,FLATBED GOOSENECK,4,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-30D5A,FLATBED GOOSENECK,3,25GN,25900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
25GN-30D5A-FRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
25GN-30D5A-MRBK,FLATBED GOOSENECK,1,25GN,25900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
25GN-30STA,FLATBED GOOSENECK,3,25GN,25900,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
25GN-33D5A,FLATBED GOOSENECK,3,25GN,25900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
25GN-33D5A-FRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
25GN-33D5A-MRBK,FLATBED GOOSENECK,1,25GN,25900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
25GN-33STA,FLATBED GOOSENECK,3,25GN,25900,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
25GN-35+5,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-35-HDTS,FLATBED GOOSENECK,4,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-35BK+5MR,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-35BK+5MR-EHD,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-35BK-HDTS,FLATBED GOOSENECK,4,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-35D5A,FLATBED GOOSENECK,3,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-35D5A-FRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-35D5A-MRBK,FLATBED GOOSENECK,2,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-35STA,FLATBED GOOSENECK,3,25GN,25900,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
25GN-36,FLATBED GOOSENECK,4,25GN,25900,Wood,36.0,8.0,9.0,2.5,45.0,2026-04-17T15:46:34Z
25GN-36BK,FLATBED GOOSENECK,4,25GN,25900,Wood,36.0,8.0,9.0,2.5,45.0,2026-04-17T15:46:34Z
25GN-36STA,FLATBED GOOSENECK,3,25GN,25900,Wood,36.0,8.0,9.0,2.5,45.0,2026-04-17T15:46:34Z
25GN-40,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40-HDTS,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40BK,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40BK-HDTS,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40BK8SIR,FLATBED GOOSENECK,4,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40D5A,FLATBED GOOSENECK,3,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40D5A-FRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40D5A-MRBK,FLATBED GOOSENECK,1,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40D5A-MRBKEHD,FLATBED GOOSENECK,3,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40STA,FLATBED GOOSENECK,3,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40STA-S8BK,FLATBED GOOSENECK,3,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25GN-40STA-XRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
25PH-20+5,"DECK-OVER, TAG-ALONG",3,25PH,25900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
25PH-20BK+5,"DECK-OVER, TAG-ALONG",3,25PH,25900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
25PH-20BK+5MR,"DECK-OVER, TAG-ALONG",3,25PH,25900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
25PH-25,"DECK-OVER, TAG-ALONG",3,25PH,25900,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
25PH-25+5,"DECK-OVER, TAG-ALONG",3,25PH,25900,Wood,30.0,8.0,6.0,2.5,36.0,2026-04-17T15:46:34Z
25PH-25BK+5,"DECK-OVER, TAG-ALONG",3,25PH,25900,Wood,30.0,8.0,6.0,2.5,36.0,2026-04-17T15:46:34Z
25PH-25BK+5MR,"DECK-OVER, TAG-ALONG",3,25PH,25900,Wood,30.0,8.0,6.0,2.5,36.0,2026-04-17T15:46:34Z
30SA-08,SINGLE AXLE,3,30SA,2995,Wood,8.0,5.0,3.0,2.0,11.0,2026-04-17T15:46:34Z
30SA-08BK4RG,SINGLE AXLE,4,30SA,2995,Wood,8.0,5.0,3.0,2.0,11.0,2026-04-17T15:46:34Z
30SA-08BKEX2,SINGLE AXLE,4,30SA,2995,Wood,8.0,5.0,3.0,3.25,11.0,2026-04-17T15:46:34Z
30SA-08R1A-4PBK,SINGLE AXLE,1,30SA,2995,Wood,8.0,5.0,3.0,2.0,11.0,2026-04-17T15:46:34Z
30SA-10,SINGLE AXLE,3,30SA,2995,Wood,10.0,5.0,3.0,2.0,13.0,2026-04-17T15:46:34Z
30SA-10BK4RG,SINGLE AXLE,4,30SA,2995,Wood,10.0,5.0,3.0,2.0,13.0,2026-04-17T15:46:34Z
30SA-10BKEX2,SINGLE AXLE,4,30SA,2995,Wood,10.0,5.0,3.0,3.25,13.0,2026-04-17T15:46:34Z
30SA-10R1A-4PBK,SINGLE AXLE,1,30SA,2995,Wood,10.0,5.0,3.0,2.0,13.0,2026-04-17T15:46:34Z
30SA-12BK4RG,SINGLE AXLE,4,30SA,2995,Wood,12.0,5.0,3.0,2.0,15.0,2026-04-17T15:46:34Z
30SA-14BK4RG,SINGLE AXLE,4,30SA,2995,Wood,14.0,5.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
30SV-08,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,8.0,5.0,3.0,3.25,11.0,2026-04-17T15:46:34Z
30SV-08BK,VANGUARD/LANDSCAPE,2,30SV,2995,Wood,8.0,5.0,3.0,3.25,11.0,2026-04-17T15:46:34Z
30SV-10,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,10.0,5.0,3.0,3.25,13.0,2026-04-17T15:46:34Z
30SV-10BK,VANGUARD/LANDSCAPE,1,30SV,2995,Wood,10.0,5.0,3.0,3.25,13.0,2026-04-17T15:46:34Z
30SV-12,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,12.0,5.0,3.0,3.25,15.0,2026-04-17T15:46:34Z
30SV-12BK,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,12.0,5.0,3.0,3.25,15.0,2026-04-17T15:46:34Z
35LS-12,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,12.0,6.5,3.0,3.25,15.0,2026-04-17T15:46:34Z
35LS-12BK,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,12.0,6.5,3.0,3.25,15.0,2026-04-17T15:46:34Z
35LS-12BK-P4,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,12.0,6.5,3.0,5.0,15.0,2026-04-17T15:46:34Z
35LS-14,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,14.0,6.5,3.0,3.25,17.0,2026-04-17T15:46:34Z
35LS-14BK,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,14.0,6.5,3.0,3.25,17.0,2026-04-17T15:46:34Z
35LS-14BK-P4,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,14.0,6.5,3.0,5.0,17.0,2026-04-17T15:46:34Z
35SA-10,SINGLE AXLE,3,35SA,2995,Wood,10.0,6.5,3.0,2.0,13.0,2026-04-17T15:46:34Z
35SA-10BK4RG,SINGLE AXLE,4,35SA,2995,Wood,10.0,6.5,3.0,2.0,13.0,2026-04-17T15:46:34Z
35SA-10BKEX2,SINGLE AXLE,4,35SA,2995,Wood,10.0,6.5,3.0,3.25,13.0,2026-04-17T15:46:34Z
35SA-10R1A-4PBK,SINGLE AXLE,1,35SA,2995,Wood,10.0,6.5,3.0,2.0,13.0,2026-04-17T15:46:34Z
35SA-10XBK4RG,SINGLE AXLE,4,35SA,2995,Wood,10.0,6.5,3.0,2.0,13.0,2026-04-17T15:46:34Z
35SA-12,SINGLE AXLE,3,35SA,2995,Wood,12.0,6.5,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SA-12BK4RG,SINGLE AXLE,4,35SA,2995,Wood,12.0,6.5,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SA-12BKEX2,SINGLE AXLE,4,35SA,2995,Wood,12.0,6.5,3.0,3.25,15.0,2026-04-17T15:46:34Z
35SA-12BKRSX,SINGLE AXLE,4,35SA,2995,Wood,12.0,6.5,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SA-12R1A-4PBK,SINGLE AXLE,1,35SA,2995,Wood,12.0,6.5,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SA-12RSX,SINGLE AXLE,4,35SA,2995,Wood,12.0,7.0,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SA-12X,SINGLE AXLE,4,35SA,2995,Wood,12.0,7.0,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SA-12XBK4RG,SINGLE AXLE,4,35SA,2995,Wood,12.0,7.0,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SA-14,SINGLE AXLE,3,35SA,2995,Wood,14.0,6.5,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SA-14BK4RG,SINGLE AXLE,4,35SA,2995,Wood,14.0,6.5,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SA-14BKRSX,SINGLE AXLE,4,35SA,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SA-14R1A-4PBK,SINGLE AXLE,1,35SA,2995,Wood,14.0,6.5,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SA-14RSX,SINGLE AXLE,4,35SA,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SA-14X,SINGLE AXLE,4,35SA,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SA-14XBK4RG,SINGLE AXLE,4,35SA,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SV-10,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,10.0,6.5,3.0,3.25,13.0,2026-04-17T15:46:34Z
35SV-10BK,VANGUARD/LANDSCAPE,2,35SV,2995,Wood,10.0,6.5,3.0,3.25,13.0,2026-04-17T15:46:34Z
35SV-12,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,12.0,6.5,3.0,3.25,15.0,2026-04-17T15:46:34Z
35SV-12BK,VANGUARD/LANDSCAPE,1,35SV,2995,Wood,12.0,6.5,3.0,3.25,15.0,2026-04-17T15:46:34Z
35SV-14,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,14.0,6.5,3.0,3.25,17.0,2026-04-17T15:46:34Z
35SV-14BK,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,14.0,6.5,3.0,3.25,17.0,2026-04-17T15:46:34Z
35SX-12,SINGLE AXLE,3,35SX,2995,Wood,12.0,7.0,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SX-12R1A-4PBK,SINGLE AXLE,3,35SX,2995,Wood,12.0,7.0,3.0,2.0,15.0,2026-04-17T15:46:34Z
35SX-14,SINGLE AXLE,3,35SX,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
35SX-14R1A-4PBK,SINGLE AXLE,3,35SX,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
35UT-14,SINGLE AXLE,3,35UT,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
35UT-14BK,SINGLE AXLE,2,35UT,2995,Wood,14.0,7.0,3.0,2.0,17.0,2026-04-17T15:46:34Z
3XGN-20,FLATBED GOOSENECK,3,3XGN,30000,Wood,20.0,8.0,9.0,2.5,29.0,2026-04-17T15:46:34Z
3XGN-20+5,FLATBED GOOSENECK,3,3XGN,30000,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
3XGN-25,FLATBED GOOSENECK,3,3XGN,30000,Wood,25.0,8.0,9.0,2.5,34.0,2026-04-17T15:46:34Z
3XGN-25+5,FLATBED GOOSENECK,3,3XGN,30000,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
3XGN-25BK+5-MR,FLATBED GOOSENECK,4,3XGN,30000,Wood,30.0,8.0,9.0,2.5,39.0,2026-04-17T15:46:34Z
3XGN-28+5,FLATBED GOOSENECK,3,3XGN,30000,Wood,33.0,8.0,9.0,2.5,42.0,2026-04-17T15:46:34Z
3XGN-30+5,FLATBED GOOSENECK,3,3XGN,30000,Wood,35.0,8.0,9.0,2.5,44.0,2026-04-17T15:46:34Z
3XGN-35+5,FLATBED GOOSENECK,3,3XGN,30000,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
3XGN-36,FLATBED GOOSENECK,3,3XGN,30000,Wood,36.0,8.0,9.0,2.5,45.0,2026-04-17T15:46:34Z
3XGN-40,FLATBED GOOSENECK,3,3XGN,30000,Wood,40.0,8.0,9.0,2.5,49.0,2026-04-17T15:46:34Z
3XPH-20+5,"DECK-OVER, TAG-ALONG",3,3XPH,30000,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
3XPH-25+5,"DECK-OVER, TAG-ALONG",3,3XPH,30000,Wood,30.0,8.0,6.0,2.5,36.0,2026-04-17T15:46:34Z
4XPH-20,"DECK-OVER, TAG-ALONG",3,4XPH,48000,Wood,20.0,8.0,6.0,2.5,26.0,2026-04-17T15:46:34Z
4XPH-20+5,"DECK-OVER, TAG-ALONG",3,4XPH,48000,Wood,25.0,8.0,6.0,2.5,31.0,2026-04-17T15:46:34Z
4XPH-24+5,"DECK-OVER, TAG-ALONG",3,4XPH,48000,Wood,29.0,8.0,6.0,2.5,35.0,2026-04-17T15:46:34Z
5XPH-24+5,FLATBED GOOSENECK,3,5XPH,58000,Wood,28.0,8.0,6.0,2.5,34.0,2026-04-17T15:46:34Z
5XPH-28+5,"DECK-OVER, TAG-ALONG",3,5XPH,58000,Wood,33.0,8.0,6.0,2.5,39.0,2026-04-17T15:46:34Z
60EC-14,CAR HAULER,4,60EC,6000,Wood,14.0,7.0,3.0,1.5,17.0,2026-04-17T15:46:34Z
60EC-14BK,CAR HAULER,4,60EC,6000,Wood,14.0,7.0,3.0,1.5,17.0,2026-04-17T15:46:34Z
60EC-14BK2B,CAR HAULER,4,60EC,6000,Wood,14.0,7.0,3.0,1.5,17.0,2026-04-17T15:46:34Z
60EC-16,CAR HAULER,3,60EC,6000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
60EC-16BK,CAR HAULER,1,60EC,6000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
60EC-16BK2B,CAR HAULER,1,60EC,6000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
60EC-18BK,CAR HAULER,3,60EC,6000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
60EC-18BK2B,CAR HAULER,2,60EC,6000,Wood,18.0,7.0,3.0,1.5,21.0,2026-04-17T15:46:34Z
60PI-12,TANDEM AXLE,3,60PI,6000,Wood,12.0,6.5,3.0,2.5,15.0,2026-04-17T15:46:34Z
60PI-12BK4RG,TANDEM AXLE,1,60PI,6000,Wood,12.0,6.5,3.0,2.5,15.0,2026-04-17T15:46:34Z
60PI-12BK4RG2B,TANDEM AXLE,1,60PI,6000,Wood,12.0,6.5,3.0,2.5,15.0,2026-04-17T15:46:34Z
60PI-14,TANDEM AXLE,3,60PI,6000,Wood,14.0,6.5,3.0,2.5,17.0,2026-04-17T15:46:34Z
60PI-14BK4RG,TANDEM AXLE,1,60PI,6000,Wood,14.0,6.5,3.0,2.5,17.0,2026-04-17T15:46:34Z
60PI-14BK4RG2B,TANDEM AXLE,1,60PI,6000,Wood,14.0,6.5,3.0,2.5,17.0,2026-04-17T15:46:34Z
60PI-14BKEX2,TANDEM AXLE,4,60PI,6000,Wood,14.0,6.5,3.0,2.5,17.0,2026-04-17T15:46:34Z
60PI-16,TANDEM AXLE,3,60PI,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
60PI-16BK4AR,TANDEM AXLE,3,60PI,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
60PI-16BK4AR2B,TANDEM AXLE,3,60PI,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
60PI-16BK4RG,TANDEM AXLE,1,60PI,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
60PI-16BK4RG2B,TANDEM AXLE,1,60PI,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
60PI-16BKEX2,TANDEM AXLE,4,60PI,6000,Wood,16.0,6.5,3.0,2.5,19.0,2026-04-17T15:46:34Z
70CH-14,CAR HAULER,3,70CH,7000,Wood,14.0,7.0,3.0,1.5,17.0,2026-04-17T15:46:34Z
70CH-14BK,CAR HAULER,3,70CH,7000,Wood,14.0,7.0,3.0,1.5,17.0,2026-04-17T15:46:34Z
70CH-14BK-GA,CAR HAULER,4,70CH,7000,Wood,14.0,7.0,3.0,1.5,17.0,2026-04-17T15:46:34Z
70CH-14BK2B,CAR HAULER,3,70CH,7000,Wood,14.0,7.0,3.0,1.5,17.0,2026-04-17T15:46:34Z
70CH-16,CAR HAULER,3,70CH,7000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
70CH-16BK,CAR HAULER,3,70CH,7000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
70CH-16BK2B,CAR HAULER,2,70CH,7000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
70CH-16BKDT,CAR HAULER,3,70CH,7000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
70CH-16BKDT-GA,CAR HAULER,4,70CH,7000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
70CH-16BKDT2B,CAR HAULER,3,70CH,7000,Wood,16.0,7.0,3.0,1.5,19.0,2026-04-17T15:46:34Z
